ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,OpenTime,Picture,Position,ParkingPosition,City,SrcUpdateTime,UpdateTime
C1_315081200H_000006,峨眉湖,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖步道能完工要多虧當地仕紳余錦奎伯伯的無償提供，也因此這段步道設有一段「徐伯伯的橋」，橋下的3D彩繪溪流栩栩如生，宛如流水正汨汨而去，溪上還有油桐花、蓮花荷葉點綴。繼續沿著湖畔走，沿途琳瑯滿目的水岸植物彷彿生態教室，配合一旁的解說牌，讓遊客寓教於樂。另外，遊客也能發現水面一大片翠綠的布袋蓮，這景觀固然美麗，但也令人擔憂外來種植物對原生種的侵害，國人須以此為警惕，維護我們的自然環境。 走著走著便會看到另一個峨眉湖知名景點&mdash;&mdash;細茅埔吊橋，原先橫跨峨眉湖的吊橋有五座，方便附近居民往來，如今只剩下細茅埔吊橋連接十二寮休閒園區與富興老街。細茅埔吊橋橋身能承重五十人，橋塔有著桐花的裝飾，佇立其上兩邊都能欣賞湖上風光，隨著時間與天氣對湖面造成的變化，可謂有著千百種景致。,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖,886-3-5800116,315台灣新竹縣峨眉鄉湖光村,全天,"{'PictureUrl1': 'https://www.trimt-nsa.gov.tw/Content/Uploads/StrollArea/Detail/543a47a4-30e6-4165-8057-7ab0edb366d2_thumb.png', 'PictureDescription1': '峨眉湖'}","{'PositionLon': 120.98529815673828, 'PositionLat': 24.679859161376953, 'GeoHash': 'wsqh3hff9'}",{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000179,山清休閒農園,「山清休閒農園」提供原住民風味餐美食料理之外，也能體驗一下民宿享受山中的寧靜。歷經15年的創業，負責人古小姐以原住民風味料理最專長，完全來自於對原住民美食的熱愛，同時發揮獨特的巧思，讓遊客們享受視覺與味覺的滿足。農場設施有烤肉區、釣魚池、民宿區及餐廳、附設50人的簡易會議室，如果較大的團體用餐也可以選擇戶外庭園的自助餐方式，「山清」講求原住民風味料理以清淡原味、不油膩及養生為主的料理方式。歡迎預約用餐，品嚐原住民風味美食。,886-9-32757931,新竹縣尖石鄉梅花村1鄰24之1號,關西交流道下→循竹118縣道至台三線→於台三線69.8K處左轉(往內灣)→沿竹120縣經內灣往尖石→經尖石鄉公所至尖石大橋右轉走竹60線→往梅嘎蒗部落方向接竹60-1到「梅花國小」，即達山清休閒農園,未提供,{},"{'PositionLon': 121.20999908447266, 'PositionLat': 24.678699493408203, 'GeoHash': 'wsqhqhw7v'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000181,羅幸鱒魚休閒農莊,羅幸鱒魚休閒農莊位於新竹縣尖石鄉錦屏村，此區位於那羅灣休閒農業區，故名思意這裡最有名氣的餐點就是鱒魚三吃以及各式鱒魚料理大餐，尤其再搭配上特有的風味米飯及客家小炒，這份餐點就更獨具特色。來到這裡會發現，羅幸鱒魚休閒農莊不但都以當地農業食材，更提供遊客天然的餐具組，那羅部落的原始特色在此表露無遺。 這裡的價格經濟實惠，非常適合全家人或約同三五好友前來品嚐，而如果一起同遊的人數極少，也可以點份鱒魚三吃套餐，豐富的客家菜色與鱒魚的組合，絕對可以滿足每位旅人的胃。羅幸鱒魚休閒農莊所烹煮的芋頭米飯，多以天然的荷葉及竹籃盛裝，讓遊客倍感部落風情，而各式菜色更以客家烹調手法，令人不得不食指大動。餐館內另附有卡拉OK伴唱機，一邊享用部落風味鱒魚餐點，一邊歡唱自己喜愛的歌曲，相當愜意。,886-921-235984,新竹縣尖石鄉7 鄰 12-1 號,關西交流道出口下交流道，朝關西/新埔前進→正義路/118縣道向左轉→中山路/118縣道向左轉→中豐路一段/118縣道向右轉→中豐公路/台3線向右轉→中山街一段/120縣道向左轉→中山街二段/120縣道向右轉→竹60鄉道向右轉→竹62鄉道向右微轉→ 於第 1 個路口轉左，走錦屏一號橋/竹60鄉道,10:00~22:00，建議電話預約,{},"{'PositionLon': 121.23400115966797, 'PositionLat': 24.673799514770508, 'GeoHash': 'wsqhqexzk'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000182,馬紹果園,馬紹果園每年10-11月開放日本甜柿採果開採其中歡迎訂購合菜、精緻簡餐!!採果專線：0928-400095 高先生(馬紹),886-3-5841872,新竹縣尖石鄉梅花村8鄰199號,週六-日09:00-16:00,{},"{'PositionLon': 121.21499633789062, 'PositionLat': 24.645200729370117, 'GeoHash': 'wsqhnqd0d'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000183,天湖農園,天湖農園--位於新竹縣尖石鄉梅花村民宿--鄰近內灣尖石五峰--原木小木屋--原住民特產--露營◎ 木屋入住時間：進房 15:00　退房 隔日11:00熱水供應時間 ：24小時供應電力供應時間 ：24小時供應平假日定義　 ：平日：星期日～星期四 (訂金30%)　　　　　　　 假日：星期五～星期六、連假、年假 (訂金30%)夜衝規範　　 ：木屋不提供夜衝服務。※ 木屋不附早餐。※ 加床每人 平日300元、假日500元、春節600元(每房限加4人)※ 春節期間，大人小孩一律600元※ 延遲退房，每棟每小時加收300元◎ 營位入拔營時間：紮營 14:00　拔營 隔日12:00熱水供應時間 ：24小時供應電力供應時間 ：24小時供應平假日定義　 ：平日：星期日～星期四 (訂金30%)　　　　　　　 假日：星期五～星期六、連假、年假 (訂金30%)※ 每帳營位以4人為限，超出限額，每增加1人加收200元人頭費※ 營區有販賣部：販售簡餐、咖啡...等。(有烤肉架可以免費租借，但烤網、木炭等耗材需現場購買)夜衝說明限假日前一天入營時間20:00-22:00，營位300元/帳計算。提醒您，假日無夜衝優惠(沒有星光票)！如有夜衝需求，請線上直接下訂即可。,886-912-442539,新竹縣尖石鄉梅花村8 鄰227 號,未提供,{},"{'PositionLon': 121.21099853515625, 'PositionLat': 24.646299362182617, 'GeoHash': 'wsqhnnxph'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000184,八五山老劉果園,八五山老劉果園八五山這個地名來自海拔850的山頭，這個山頭的主人是泰雅族人劉清源，他在山上有15公頃的土地，花了十幾年時間在山區種植三甲的甜柿，一甲多的水蜜桃，還有柑橘；其中最為人所稱道的是他的甜柿，鮮甜爽脆，最大的超過一台斤，甜度也在20度以上。單車族想到他那裡，也要經過一番折騰，路口就在120線道41.1公里處，只有700公尺的距離，但海拔卻增高200公尺，可見路況的挑戰性了。,886-9-78095080,新竹縣尖石鄉新樂村煤源段8鄰51-1號,週六 08:00-17:00／週日 08:00-16:00,{},"{'PositionLon': 121.27400207519531, 'PositionLat': 24.722200393676758, 'GeoHash': 'wsqhxst13'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000185,惠森自然休閒農場,位於北埔鄉西南丘陵的惠森自然休閒農場，於1990年成立，全區面積計30公頃，結合本土文化及養生醫學，建立有機農場示範區。農場從事生產靈芝菌絲、MOA自然農法推廣等，並提供養生、人文、生態之旅及餐宿。,886-3-5803712,新竹縣北埔鄉4鄰30號,竹東芎林交流道下→往竹東方向右轉上竹林大橋→台3線往北埔方向→經北埔慈天宮，順路前行接小徑→抵達惠森自然農場。,未提供,{},"{'PositionLon': 121.0459976196289, 'PositionLat': 24.667499542236328, 'GeoHash': 'wsqh66x48'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000186,老頭擺農庄,位於新竹縣北埔鄉的台三線公路旁，交通便利，園區內佔地寬廣，綠草如茵，有豐富的一日遊活動行程，非常適合親子同遊及機關團體舉辦活動。可以體驗早期農村的控窯 、寓教於樂的DIY教學、烤肉活動&hellip;&hellip;等等，歡迎您闔家光臨哦。,886-3-5804907,新竹縣北埔鄉南坑村大南坑9鄰8之5號,1.南下： 北二高竹東芎林交流道下→縣道120號→右轉竹林大橋至台三線(走123號道) →左轉122號道往五峰方向→右轉接台三線往北埔→老頭擺農庄2.北上： 中山高頭份交流道下往三灣→縣道124號→至台三線往峨眉、北埔走→老頭擺農庄,09:00-17:00,{},"{'PositionLon': 121.0510025024414, 'PositionLat': 24.651399612426758, 'GeoHash': 'wsqh4xdsu'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000187,麥客田園,"甘肅地區當地農民於農穫收成時，會組織麥子收割隊延黃河南下協助南方之農家收割，俟返鄉時再行收割自家種植已臻成熟之麥田，人稱此收割隊為麥客。故麥客乃取其飲水思源之意，並冀望以真誠服務、顧客心喜、知性感性兼而有之。農場位於北埔鄉南埔村鄉村文化生態區內，佔地 20000 平方公尺，園區設施有牛車，可愛動物區，大型水車，混水摸魚區，古早鄉村手動抽水幫浦，客家古農具，自行車悠遊‧是體驗客米食與傳統文化的最佳鄉土旅遊景點。想要體驗客家農村樂趣，最好的入門就是親手製作以米為原料的各種點心及粄類食品。充滿田園風格的「麥克田園農場」，是體驗客家米食文化與傳統風情的最佳鄉土教材；才剛走入綠色隧道，抬起頭來就能看見許多植物蔬菜，魚兒和水鴨在池中悠閒吟唱，一旁的柳樹迎風搖曳，園中的動物明星麝香豬也在遠處打著招呼，園區內慢悠悠的牛車，閒適安逸的農家景緻讓人心曠神宜。麥克田園的劉經理說，因為園區佔地20,000平方公尺，而且設施眾多，配合專業導覽人員，一日遊是最適當的玩法，這裡可以焢窯、烤肉還有扎稻草人，夏日最受歡迎的就是「混水摸魚區」，在水中和魚兒接觸令孩子們樂不思「暑」，同時也是很好的親子互動。",886-3-5805678,新竹縣北埔鄉南埔2鄰13-3號,1.南下： 北二高竹東芎林交流道下→縣道120號→右轉竹林大橋至台三線(走123號道) →左轉122號道往五峰方向→右轉接台三線往北埔→麥客田園2.北上： 中山高頭份交流道下往三灣→縣道124號→至台三線往峨眉、北埔走→麥客田園,09:00~17:00,{},"{'PositionLon': 121.04199981689453, 'PositionLat': 24.6968994140625, 'GeoHash': 'wsqh6rujg'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000188,西瓜莊園,全台第一家沒有種西瓜的西瓜莊園。阿珠媽在60年代生了四個女兒，四姐妹小時候唯一的髮型就是「西瓜皮」，我們這群「西瓜皮女孩」對於母親而言是無價的珍寶， 並沒有因為當時重男輕女的觀念而受到任何限制，反而阿珠媽非常支持四個女兒的各自興趣並全力培養。現在「西瓜皮女孩」長大了，一起同心協力打造了一座「西瓜莊園」，邀請您來一起分享阿珠媽及「西瓜皮女孩」的夢想！西瓜莊園多年專營休閒、文創、研學及教育，不單只是親子戶外踏青的好去處，更是STEAM教育研學之基地，我們將自然工藝科學透過玩中學的方式，讓學習成為生活的樂趣，我們誠摯邀請你來體驗。,886-3-5802000,新竹縣北埔鄉水磜村六鄰32號之10號,從國道1號的 95B-新竹 號出口下交流道，走園區二路、寶山路二段、寶山路一段和中大壢路前往目的地北埔鄉,週六-日10:00-17:30,{},"{'PositionLon': 121.05899810791016, 'PositionLat': 24.715200424194336, 'GeoHash': 'wsqhdg22r'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000190,西瓜莊園文化教育園區,很難得能夠有一個地方，是以親子同遊的觀點出發。小時後頂著「西瓜皮」造形的四個姊妹，長大後最開心的事就是能全家大小一起出遊，但跑遍了全台灣各個角落，卻始終找不到符合親子休閒的理想場所，於是姐妹們開始構思，打造夢想中的「西瓜莊園」。指著自己親手鋪設的步道，西瓜二姐驕傲的說，給「嬰兒推車」用的步道雖不寬廣，卻可以讓父母親省下許多力氣，同時也方便身障朋友使用。小朋友最愛的室內彩繪，是將廢棄課桌椅切割後磨平串接，黏上園藝用鋁條，一隻隻栩栩如生的螞蟻與蜘蛛就這麼活靈活現的在眼前出現，小朋友可充分發揮創意與想像力，彩繪上壓克力顏料，表現出自己的風格。莊園內的昆蟲藉著彩繪換上了色彩斑斕的可愛新裝，褪去了蟲蟲的恐怖，西瓜二姐希望這個DIY作品可以作為居家擺飾，不但有廢物利用的意義，還加入了生態保育的概念，未來園區中飛舞的蝴蝶、甲蟲也會加入彩繪的行列。,886-3-5802000,新竹縣北埔鄉水磜村六鄰32號之10號,假日10:00-17:30,{},"{'PositionLon': 121.05999755859375, 'PositionLat': 24.715599060058594, 'GeoHash': 'wsqhdg34y'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000191,十二寮休閒農業區,新竹縣峨眉鄉『十二寮休閒農園』位於獅頭山國家風景區內，週邊有楓林步道、停車場、腳踏車環湖公路及芬多精健康步道。農場主人黃先生早年從事製造業，休閒農園的經營是跟隨父親由農業產銷班開始，回鄉六年學有所成，打從90年年底將經營轉向休閒農業，最初以量產到現在的精緻農業，栽種朝向少量多樣化，依季節均可滿足遊客遊賞採摘各式蔬果，不同凡響的農遊休閒活動，也是一般都市人的全新體驗及團體休閒的最佳去處。十二寮因日治時期第12座煉樟腦油的樟腦寮而得名，區內約有40家商家、自行車出租店約有10家，自行車數量相加總數約8、9百輛，自行車可以穿梭在池塘、水庫、吊橋、小徑等，豐富地形和地貌，成為喜好騎自行車人士的最佳選擇。沿著峨眉湖畔周圍，眼前有眺望不盡的山湖景觀，還有規劃完善的自行車路線。來到十二寮的旅人們，建議可以先到十二寮登山步道走訪，早晨的這裡有著各種昆蟲、蝴蝶與鳥兒，讓旅人可以趁機來一趟生態之旅；而這段緩和又完善的休閒步道，更適合任何年紀的旅客前來。,886-9-28211886,新竹縣峨眉鄉13鄰21號,1.中山高頭份交流道(110K出口)→苗124線→台三線往南96K處轉十二寮農區(走約三公里)→即可到達十二寮休閒農園。2.北二高新竹科學園區、寶山交流道(98K出口)→峨眉方向竹43線11.5K往大埔水庫→湖光社區大石頭標示進入500公尺即為十二寮農區→依指標即達。,09:00-18:00 (週一公休）,{},"{'PositionLon': 120.99299621582031, 'PositionLat': 24.674800872802734, 'GeoHash': 'wsqh37bmj'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000192,富興茶葉展售中心,位在峨眉湖北岸，有一座古代美女執壺泡茶的石雕像立於綠草如茵的庭院中，是這顯著的地標。展示中心分為製茶區、泡茶區和展示區三部分，遊客可在泡茶區喝茶品茗，或嚐嚐特別的茶焗蛋，風味獨特；製茶區裡，可觀賞茶農示範製茶過程；展示區則以文字、照片，圖文並茂的介紹茶葉的歷史，並陳列製茶機器。,886-3-5806320,新竹縣峨眉鄉12鄰22-6號,自竹東搭新竹客運往珊珠湖、獅潭，於富興站下車。,未提供,{},"{'PositionLon': 120.98500061035156, 'PositionLat': 24.69659996032715, 'GeoHash': 'wsqh3pfs4'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000193,背影橘舍觀光果園,峨眉鄉素來為桶柑的故鄉之一，年產量佔國內十分之一，適量的雨水以及夠冷的氣溫，相當適合桶柑的生長，背影橘舍觀光果園即為生產地之一，主要生產桶柑以及茂谷柑，每年十二月至次年三月為採果期，歡迎闔家光臨。,886-9-37178327,新竹縣峨眉鄉石井村4鄰27-6號,從國道3號的 98-寶山 號出口下交流道，走竹43鄉道和竹43-1鄉道前往峨眉鄉的竹38鄉道,未提供,{},"{'PositionLon': 121.00199890136719, 'PositionLat': 24.697999954223633, 'GeoHash': 'wsqh92nuq'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000194,松芸軒咖啡莊,隱身於峨眉十二寮的咖啡館，店裡招牌卻是臭豆腐。咖啡配臭豆腐奇妙組合讓客人有獨特的經驗，老闆娘長期茹素，對素食料理相當拿手與市面販售素食料理不同，歡迎來品嘗！,886-3-7603317,新竹縣峨眉鄉湖光村12鄰1-2號,中山高→頭份三灣交流道(往三灣方向)→接台三縣→往(大埔水庫指標)左轉方向→十二寮休閒農業區→松芸軒咖啡莊,10:00-17:00,{},"{'PositionLon': 120.99199676513672, 'PositionLat': 24.669099807739258, 'GeoHash': 'wsqh34zev'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000195,親親果農園,"雖然冬季將盡,春季即將到來,但前往「親親果農園」拜訪,仍忍不住拉緊了衣領,抵禦不時侵入肌膚的冷風。不過即便溫度低到讓人有點吃不消,在「親親果農園」的蔬菜園中,只見青農范嘉淇與林峻葦依 然勤免地在田裡工作,一點都不喊苦。「親親果農園」坐落在竹北市,一旁即是車流熙來攘往的高速公路。林峻葦正在菜園噴著蘇力菌。蘇力菌對蔬菜無害,但對蟲來說卻會造成毒蛋白,因為堅持無毒有機耕種,因此面對「蟲蟲危機」,兩人堅持不使用農藥,還是改以各種生物防治,希望能遏阻蟲害。跟蟲交朋友 減低蟲害「有時蟲害太嚴重,我乾脆跟蟲『溝通』,希望牠們能吃沒經濟價值的葉子,我不會傷害牠們,只希望能把中間的花菜留給我。」范嘉淇指著菜園 中葉片被啃得滿目瘡痍的鑽石花菜邊跟我說,這樣的「溝通」還真發揮不少效果,「你看葉子都啃光了,中間的花菜真的保留給我,我們給彼此一條路走。」蟲蟲給了范嘉淇一個生路,但兩人走在青農的道路上,卻並非這麼順遂。范嘉淇和先生林峻葦本是經營鞋業,有店面及從事網拍,後來淘寶進軍 台灣,原本的優勢沒了,所以事業劃下句點。就在兩人思考下一步該做什麼的時候,范嘉淇的公公發現罹癌,加上自己懷胎,於是開始思索飲食健康的重要性,便開始有務農的念頭。林峻葦40歲,范嘉淇35歲,說要務農談何容易,更何況是面對老一輩使用的慣性農法,農作物又大又漂亮,有機栽種簡直困難重重,甚至一度不受到諒解。范嘉淇說:「當時同意我務農的只有我爸爸,其餘包括夫家都不贊同,但我父親是神農獎得主,農業知識觀點精闢又有經驗,成為我的最佳幫手。」踏上青農路 一步一腳印在苗栗大湖種植草莓獲得神農獎的父親,儼然成了范嘉淇和林峻葦務農的最佳軍師,舉凡田地有何問題,該如何處理,兩人經常拍下照片請教范 爸爸,讓新手青農的他們少走很多冤枉路。而充滿智慧的范爸爸有時面對兩人遇到的問題也不急於解釋,而是讓孩子故意嘗試錯誤,得到寶貴經驗。因為父親是草莓農,因此「親親果農園」主要有三塊區域,兩塊為主力的草莓園,另外一塊則是蔬菜園。很有想法的范嘉淇和林峻葦,一開始就抱 定要用有機方式善待土地,種植健康作物,除了范爸爸的有力支持外,還會不斷思考如何讓作物更有效率的收成,像是「過濾網」的運用,就令人大為驚奇。冷氣過濾網 小兵立大功一般草莓農最困擾的,就是白粉病的傳播,通常草莓園四周都會架上防風與防鳥網,卻無法杜絕病害發生。范嘉淇有回突發奇想,想利用冷氣過濾 網取代傳統防風網,或許效果更佳,「真的很神奇,過濾網架設後,網室內是冬暖夏涼,像年初這波造成各地下雪的寒流來襲,草莓農個個損失苦不堪言,結果我們家農園完全不受影響,像是外頭1&deg;C時,網室內還能維持5&deg;C溫度。」除了過濾網的想法外,如何避免土壤養分流失,兩人還想到用PVC覆蓋土壤的想法。PVC 材質常被拿來作為草莓種植利用,覆蓋了PVC,既能讓土壤養分免於流失,也能降低細菌汙染的危機,范嘉淇把這套技術也拿來運用在種植的菜園上;甚至為了讓種菜更有效率,還自行發明戳洞種植 法,「只要拿起T字型工具,往土讓戳出圓圓的小洞,把菜苗丟進去就可以了。」范嘉淇笑說,這比傳統先得耙出一條溝,放入苗後再覆土等程序簡化 許多。以有機方式種菜種草莓,青年農夫范嘉淇與林峻葦曾經不被親友看好,從被質疑到現在的供不應求,甚至假日還提供拔菜採草莓的預約,在在展現了他們的韌性,也讓人看到台灣農業友善土地、提供好食材的未來趨勢。Info.地址:新竹縣竹北市環北路286巷80號&nbsp;電話:0925-070-601&nbsp;時間:周六、日可預約摘草莓、拔菜,開放時間以臉書公告為主&nbsp;",886-9-25070601,新竹縣竹北市環北路286巷80號,松山車站竹 → 北火車站,09:00-17:00,{},"{'PositionLon': 121.02100372314453, 'PositionLat': 24.84469985961914, 'GeoHash': 'wsqj3fufc'}",休閒農業類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
